run_id,timestamp,case_id,trial,model,prompt_version,descriptor_version,backend,execution_mode,negative_case,expected_decision,decision,passed,failure_reason,status,turns,tokens_in,tokens_out,tokens_measured,cost_usd,latency_ms,error,cached_input_tokens,reasoning_tokens,provider_cost_usd,calculated_cost_usd,cost_source,temperature,autonomy,prompt_hash
d3994ef8-1b42-439b-8504-ae9f7380e35d,2026-09-17T13:09:04.563951Z,REF-6002,1,mistralai/mistral-small-3.2-24b-instruct,v2,v2,live,parallel,False,book,book,True,,completed,4,22913,559,True,0.00218532,17396.477,,0,0,0.00218532,0.00228784,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
09a5c35d-678a-4e1a-b4e7-67cd7084dcff,2026-09-17T13:09:21.962428Z,REF-6003,1,mistralai/mistral-small-3.2-24b-instruct,v2,v2,live,parallel,False,book,book,True,,completed,4,23130,537,True,0.00213087,14998.299,,0,0,0.00213087,0.00230269,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
4001e178-9856-4784-8ad6-936c45eae7c1,2026-09-17T13:09:36.963624Z,REF-6004,1,mistralai/mistral-small-3.2-24b-instruct,v2,v2,live,parallel,False,book,book,True,,completed,4,22987,592,True,0.00213763,19352.404,,0,0,0.00213763,0.00230303,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
83b75fc1-4d73-4d6b-a71b-e172854886c3,2026-09-17T13:09:56.320117Z,REF-6005,1,mistralai/mistral-small-3.2-24b-instruct,v2,v2,live,parallel,False,book,book,True,,completed,4,22942,573,True,0.00193282,17093.221,,0,0,0.00193282,0.00229406,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
831f372b-d206-46b9-9332-12e2ca466d3a,2026-09-17T13:10:13.416908Z,REF-6006,1,mistralai/mistral-small-3.2-24b-instruct,v2,v2,live,parallel,False,book,book,True,,completed,4,22914,568,True,0.00218715,13618.532,,0,0,0.00218715,0.00229019,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
6fd354fb-04bb-4673-9da9-f90ba184fe53,2026-09-17T13:10:27.039724Z,REF-6007,1,mistralai/mistral-small-3.2-24b-instruct,v2,v2,live,parallel,False,book,book,True,,completed,4,22978,571,True,0.00203393,12777.287,,0,0,0.00203393,0.00229694,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
6b45cd77-bb70-4fb1-aa14-1787db6738d3,2026-09-17T13:10:39.820008Z,REF-6008,1,mistralai/mistral-small-3.2-24b-instruct,v2,v2,live,parallel,False,book,book,True,,completed,4,23076,575,True,0.00222167,14947.831,,0,0,0.00222167,0.00230713,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
8860a67c-74e7-45c0-b4b5-823dbbb9f752,2026-09-17T13:10:54.771966Z,REF-6015,1,mistralai/mistral-small-3.2-24b-instruct,v2,v2,live,parallel,False,book,book,True,,completed,4,23048,589,True,0.002308,16699.64,,0,0,0.002308,0.002308,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
cca4ad0d-e33d-4c66-9d5b-0c86f200450d,2026-09-17T13:11:11.475459Z,REF-6016,1,mistralai/mistral-small-3.2-24b-instruct,v2,v2,live,parallel,False,book,book,True,,completed,4,22990,535,True,0.00228906,13194.611,,0,0,0.00228906,0.00228906,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
26214e20-de3f-4f41-ae2c-a893ccc43504,2026-09-17T13:11:24.673987Z,REF-6017,1,mistralai/mistral-small-3.2-24b-instruct,v2,v2,live,parallel,False,book,book,True,,completed,4,22955,543,True,0.00228778,12708.113,,0,0,0.00228778,0.00228778,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
1d102612-494a-40f5-bf3f-9d3c359cc7ab,2026-09-17T13:11:37.385555Z,REF-6018,1,mistralai/mistral-small-3.2-24b-instruct,v2,v2,live,parallel,False,book,book,True,,completed,4,23017,569,True,0.00230009,13776.877,,0,0,0.00230009,0.00230009,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
08650da1-d435-45c1-89e4-c3227d7a55d7,2026-09-17T13:11:51.165753Z,REF-6019,1,mistralai/mistral-small-3.2-24b-instruct,v2,v2,live,parallel,False,book,book,True,,completed,4,23010,526,True,0.00228869,16526.567,,0,0,0.00228869,0.00228869,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
b4cc6ea7-5e0f-4e83-8852-251ee5d92952,2026-09-17T13:12:07.695512Z,REF-6020,1,mistralai/mistral-small-3.2-24b-instruct,v2,v2,live,parallel,False,book,book,True,,completed,4,23093,592,True,0.00231297,17621.474,,0,0,0.00231297,0.00231297,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
3f9a0631-558c-4acc-949c-23e5bdc2b48c,2026-09-17T13:12:25.320368Z,REF-6022,1,mistralai/mistral-small-3.2-24b-instruct,v2,v2,live,parallel,False,book,book,True,,completed,4,23125,559,True,0.00230772,19894.83,,0,0,0.00230772,0.00230772,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
540cfa08-d257-4008-b15c-e11019c39f24,2026-09-17T13:12:45.219424Z,REF-6028,1,mistralai/mistral-small-3.2-24b-instruct,v2,v2,live,parallel,False,book,book,True,,completed,4,23006,522,True,0.00219494,15602.663,,0,0,0.00219494,0.00228731,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
5ec311ee-1800-42c5-92d1-9df6ff75f48f,2026-09-17T13:13:00.825084Z,REF-6029,1,mistralai/mistral-small-3.2-24b-instruct,v2,v2,live,parallel,False,book,book,True,,completed,4,23017,528,True,0.00228984,11889.717,,0,0,0.00228984,0.00228984,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
2a1e3541-e0d6-4652-ab27-77ec74cdbfa5,2026-09-17T13:13:12.717388Z,REF-6030,1,mistralai/mistral-small-3.2-24b-instruct,v2,v2,live,parallel,False,book,book,True,,completed,4,23020,539,True,0.00229287,12756.059,,0,0,0.00229287,0.00229287,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
ec1489c4-9afa-4324-bda6-e60fd5d0b985,2026-09-17T13:13:25.476626Z,REF-6031,1,mistralai/mistral-small-3.2-24b-instruct,v2,v2,live,parallel,False,book,book,True,,completed,4,22898,562,True,0.00201786,15537.329,,0,0,0.00201786,0.00228719,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
2a83de17-bf89-451d-aa9c-6f33e0760852,2026-09-17T13:13:41.018177Z,REF-6032,1,mistralai/mistral-small-3.2-24b-instruct,v2,v2,live,parallel,False,book,book,True,,completed,4,22966,587,True,0.00220673,15068.134,,0,0,0.00220673,0.00229981,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
fba0b771-7844-4e9b-a021-5479428c37d6,2026-09-17T13:13:56.089444Z,REF-6033,1,mistralai/mistral-small-3.2-24b-instruct,v2,v2,live,parallel,False,book,book,True,,completed,4,22919,584,True,0.00229466,22612.366,,0,0,0.00229466,0.00229466,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
0dcffca0-e43f-4d40-bc9f-0c7c3090bf20,2026-09-17T13:14:18.706015Z,REF-6035,1,mistralai/mistral-small-3.2-24b-instruct,v2,v2,live,parallel,False,book,book,True,,completed,4,22988,577,True,0.00229938,21733.686,,0,0,0.00229938,0.00229937,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
9ccec75f-4e44-48ab-928d-145759db3a0e,2026-09-17T13:14:40.443079Z,REF-6040,1,mistralai/mistral-small-3.2-24b-instruct,v2,v2,live,parallel,False,book,book,False,,completed,4,22862,511,True,0.00227106,17994.238,,0,0,0.00227106,0.00227106,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
ffb9ae13-210f-400f-9fe8-335af3eb831b,2026-09-17T13:14:58.440872Z,REF-6041,1,mistralai/mistral-small-3.2-24b-instruct,v2,v2,live,parallel,False,book,book,True,,completed,4,22697,517,True,0.00225709,22042.512,,0,0,0.00225709,0.00225709,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
7fe58f45-a17c-44ae-8378-083b967dc52f,2026-09-17T13:15:20.487605Z,REF-6042,1,mistralai/mistral-small-3.2-24b-instruct,v2,v2,live,parallel,False,book,book,False,,completed,4,22804,534,True,0.00227137,32194.509,,0,0,0.00227137,0.00227137,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
31d27239-7718-4e47-a086-cbe0b6486757,2026-09-17T13:15:52.686389Z,REF-6043,1,mistralai/mistral-small-3.2-24b-instruct,v2,v2,live,parallel,False,book,book,False,,completed,4,22933,583,True,0.00229572,23635.298,,0,0,0.00229572,0.00229572,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
c7eac3b0-16ac-4de2-89db-8c9b1f9483e2,2026-09-17T13:16:16.325199Z,REF-6044,1,mistralai/mistral-small-3.2-24b-instruct,v2,v2,live,parallel,False,book,book,False,,completed,4,22699,544,True,0.00226403,22269.461,,0,0,0.00226403,0.00226403,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
3ddbb022-2767-45ce-ba9b-c2fa5980a003,2026-09-17T13:16:38.597763Z,REF-6045,1,mistralai/mistral-small-3.2-24b-instruct,v2,v2,live,parallel,False,book,book,False,,completed,4,22853,645,True,0.00230372,25331.846,,0,0,0.00230372,0.00230372,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
b34b90c9-09a6-4942-9e42-52e5e361ea2a,2026-09-17T13:17:03.932261Z,REF-6046,1,mistralai/mistral-small-3.2-24b-instruct,v2,v2,live,parallel,False,book,book,False,,completed,4,22841,600,True,0.00229134,26390.397,,0,0,0.00229134,0.00229134,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
eba01afe-22eb-49cc-910a-2515d7df3490,2026-09-17T13:17:30.327987Z,REF-6050,1,mistralai/mistral-small-3.2-24b-instruct,v2,v2,live,parallel,False,book,book,True,,completed,4,22981,554,True,0.00229297,19716.811,,0,0,0.00229297,0.00229297,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
d49d0847-97b3-4942-95a8-1a650d0dec89,2026-09-17T13:17:50.048284Z,REF-6051,1,mistralai/mistral-small-3.2-24b-instruct,v2,v2,live,parallel,False,book,book,True,,completed,4,22958,564,True,0.00229331,38971.733,,0,0,0.00229331,0.00229331,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
a792fa31-7abb-499c-b720-cf57caf2209f,2026-09-17T13:19:35.160269Z,REF-6052,1,mistralai/mistral-small-3.2-24b-instruct,v2,v2,live,parallel,False,book,book,True,,completed,4,22985,557,True,0.0021035,23489.988,,0,0,0.0021035,0.00229409,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
0aa73479-f985-4539-b773-677c1aa02fca,2026-09-17T13:19:58.655217Z,REF-6053,1,mistralai/mistral-small-3.2-24b-instruct,v2,v2,live,parallel,False,book,book,True,,completed,4,22928,539,True,0.0022716,26642.038,,0,0,0.0022716,0.00228425,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
b0875be8-84aa-4e0a-9925-c2500079b9c7,2026-09-17T13:20:25.301195Z,REF-6054,1,mistralai/mistral-small-3.2-24b-instruct,v2,v2,live,parallel,False,book,book,True,,completed,4,22993,563,True,0.00229634,16955.935,,0,0,0.00229634,0.00229634,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
720cac1d-4328-48a1-ad52-cdf338335b57,2026-09-17T13:20:42.259151Z,REF-6055,1,mistralai/mistral-small-3.2-24b-instruct,v2,v2,live,parallel,False,book,book,True,,completed,4,22993,519,True,0.00209862,22207.843,,0,0,0.00209862,0.00228534,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
6e3e23da-2b04-4047-8668-f4ed3e7c52f8,2026-09-17T13:21:04.469744Z,REF-6060,1,mistralai/mistral-small-3.2-24b-instruct,v2,v2,live,parallel,True,escalate,escalate,False,run_status;no_booking_attempt;trigger;no_unnecessary_slot_search,guardrail_stopped,4,17874,452,True,0.00178869,10865.387,,0,0,0.00178869,0.00178869,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
b263ee37-bc1e-4840-bbca-2b504b558c6a,2026-09-17T13:21:15.338860Z,REF-6060,2,mistralai/mistral-small-3.2-24b-instruct,v2,v2,live,parallel,True,escalate,escalate,False,run_status;no_booking_attempt;trigger;no_unnecessary_slot_search,guardrail_stopped,4,17824,414,True,0.00160992,9491.64,,0,0,0.00160992,0.0017745,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
e7e1bf03-0954-4aed-aa79-c1dcd15b0f31,2026-09-17T13:21:24.834814Z,REF-6060,3,mistralai/mistral-small-3.2-24b-instruct,v2,v2,live,parallel,True,escalate,escalate,False,run_status;no_booking_attempt;trigger;no_unnecessary_slot_search,guardrail_stopped,4,17845,427,True,0.00177972,21284.13,,0,0,0.00177972,0.00177972,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
dfc067a4-67d3-4d93-bd6a-109b3e4101f5,2026-09-17T13:21:46.101887Z,REF-6061,1,mistralai/mistral-small-3.2-24b-instruct,v2,v2,live,parallel,True,request_information,request_information,True,,completed,2,12931,273,True,0.00120077,6982.884,,0,0,0.00120077,0.00128053,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
69681002-ca63-4582-bd8b-c8927cfbe815,2026-09-17T13:21:53.085200Z,REF-6061,2,mistralai/mistral-small-3.2-24b-instruct,v2,v2,live,parallel,True,request_information,request_information,True,,completed,2,12927,269,True,0.00127916,10205.475,,0,0,0.00127916,0.00127916,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
d8f71532-f98c-487b-9528-5988d9610c72,2026-09-17T13:22:03.291872Z,REF-6061,3,mistralai/mistral-small-3.2-24b-instruct,v2,v2,live,parallel,True,request_information,request_information,True,,completed,2,12917,262,True,0.00127647,6443.815,,0,0,0.00127647,0.00127647,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
564c030b-ebb7-40c0-99cd-a0876599791a,2026-09-17T13:22:09.737236Z,REF-6062,1,mistralai/mistral-small-3.2-24b-instruct,v2,v2,live,parallel,True,escalate,escalate,False,no_unnecessary_slot_search,completed,3,17898,395,True,0.00177669,12526.989,,0,0,0.00177669,0.00177669,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
134d202c-61f6-4688-a671-974d218e3814,2026-09-17T13:22:22.266777Z,REF-6062,2,mistralai/mistral-small-3.2-24b-instruct,v2,v2,live,parallel,True,escalate,escalate,False,run_status;no_booking_attempt;trigger;no_unnecessary_slot_search,guardrail_stopped,4,17919,480,True,0.00179991,14462.481,,0,0,0.00179991,0.00179991,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
239e805e-3223-4675-b57f-16a684309be0,2026-09-17T13:22:36.731990Z,REF-6062,3,mistralai/mistral-small-3.2-24b-instruct,v2,v2,live,parallel,True,escalate,escalate,False,,completed,2,12897,263,True,0.00127484,11882.738,,0,0,0.00127484,0.00127484,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
eb96be36-33c2-46fa-868a-f333c7e640fd,2026-09-17T13:22:48.617726Z,REF-6063,1,mistralai/mistral-small-3.2-24b-instruct,v2,v2,live,parallel,True,escalate,escalate,False,,completed,2,12911,269,True,0.00127766,7630.683,,0,0,0.00127766,0.00127766,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
3e32c0dc-6b89-4b0d-9317-68c657253a05,2026-09-17T13:22:56.250237Z,REF-6063,2,mistralai/mistral-small-3.2-24b-instruct,v2,v2,live,parallel,True,escalate,escalate,False,,completed,2,12921,276,True,0.00128034,7154.351,,0,0,0.00128034,0.00128034,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
99b310a8-9a13-41c1-bb15-91be55aa4483,2026-09-17T13:23:03.407501Z,REF-6063,3,mistralai/mistral-small-3.2-24b-instruct,v2,v2,live,parallel,True,escalate,escalate,False,,completed,2,12923,278,True,0.00128103,8053.013,,0,0,0.00128103,0.00128103,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
c5a2b9b7-d552-4a19-8dbd-e72efd4f43e5,2026-09-17T13:23:11.464010Z,REF-6064,1,mistralai/mistral-small-3.2-24b-instruct,v2,v2,live,parallel,True,escalate,escalate,True,,completed,3,17611,356,True,0.00174003,11595.761,,0,0,0.00174003,0.00174003,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
c952ee90-aaa4-49a7-9761-64a947292318,2026-09-17T13:23:23.063845Z,REF-6064,2,mistralai/mistral-small-3.2-24b-instruct,v2,v2,live,parallel,True,escalate,escalate,True,,completed,3,17597,343,True,0.00173547,11109.078,,0,0,0.00173547,0.00173547,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
d4f4c476-bfe8-478b-83a1-385acff7e2c4,2026-09-17T13:23:34.177046Z,REF-6064,3,mistralai/mistral-small-3.2-24b-instruct,v2,v2,live,parallel,True,escalate,escalate,True,,completed,3,17620,376,True,0.00174588,10054.63,,0,0,0.00174588,0.00174588,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
7c70791a-0f52-4881-97f1-e6a0db802507,2026-09-17T13:23:44.235429Z,REF-6065,1,mistralai/mistral-small-3.2-24b-instruct,v2,v2,live,parallel,True,escalate,escalate,True,,guardrail_stopped,2,8243,195,True,0.00082153,4424.508,,0,0,0.00082153,0.00082153,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
0454fbeb-eac8-4ac8-93e2-25c8c04dae88,2026-09-17T13:23:48.663328Z,REF-6065,2,mistralai/mistral-small-3.2-24b-instruct,v2,v2,live,parallel,True,escalate,escalate,True,,guardrail_stopped,2,8246,202,True,0.00082356,4938.802,,0,0,0.00082356,0.00082356,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
7e53e09d-22fb-4e4a-ae7c-f9d1feccad74,2026-09-17T13:23:53.605973Z,REF-6065,3,mistralai/mistral-small-3.2-24b-instruct,v2,v2,live,parallel,True,escalate,escalate,True,,guardrail_stopped,2,8249,218,True,0.00081818,6483.204,,0,0,0.00081818,0.00082784,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
