run_id,timestamp,case_id,trial,model,prompt_version,descriptor_version,backend,execution_mode,negative_case,expected_decision,decision,passed,failure_reason,status,turns,tokens_in,tokens_out,tokens_measured,cost_usd,latency_ms,error,cached_input_tokens,reasoning_tokens,provider_cost_usd,calculated_cost_usd,cost_source,temperature,autonomy,prompt_hash
5f912d28-f02f-4413-8ff5-d97b4456f57d,2026-09-18T12:10:07.995348Z,REF-6060,1,anthropic/claude-opus-5,v2,v2,live,parallel,True,escalate,,False,run_status;decision;referral_observed;criteria_observed;trigger;trigger_supported_by_observation,invalid_model_output,0,6209,842,True,0.052095,10520.158,"{""type"":""InvalidModelOutput"",""message"":""Model did not return parseable JSON: Extra data.""}",0,16,0.052095,0.0,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
7fc04657-50f1-47a8-a31c-3700e15507e4,2026-09-18T12:10:18.521860Z,REF-6060,2,anthropic/claude-opus-5,v2,v2,live,parallel,True,escalate,,False,run_status;decision;criteria_observed;trigger;trigger_supported_by_observation,invalid_model_output,1,12689,605,True,0.07857,11431.892,"{""type"":""InvalidModelOutput"",""message"":""Model did not return parseable JSON: Extra data.""}",0,0,0.07857,0.0,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
123e3005-71ff-4b85-a4e6-0044892b7f10,2026-09-18T12:10:29.960276Z,REF-6060,3,anthropic/claude-opus-5,v2,v2,live,parallel,True,escalate,escalate,,,completed,2,19668,296,True,0.10574,9822.07,,0,0,0.10574,0.0,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
24acde9f-b603-4838-a314-040f31bd62e2,2026-09-18T12:10:39.788904Z,REF-6061,1,anthropic/claude-opus-5,v2,v2,live,parallel,True,request_information,request_information,,,completed,2,19700,333,True,0.106825,9197.608,,0,0,0.106825,0.0,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
b526c334-dc56-44dc-9335-009344a5395e,2026-09-18T12:10:48.992953Z,REF-6061,2,anthropic/claude-opus-5,v2,v2,live,parallel,True,request_information,,False,run_status;decision;referral_observed;criteria_observed;missing_item;missing_supported_by_criteria,invalid_model_output,0,6209,1493,True,0.06837,17531.167,"{""type"":""InvalidModelOutput"",""message"":""Model did not return parseable JSON: Extra data.""}",0,40,0.06837,0.0,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
900020b3-b935-4739-9467-306f1feb773e,2026-09-18T12:11:06.530626Z,REF-6061,3,anthropic/claude-opus-5,v2,v2,live,parallel,True,request_information,request_information,,,completed,2,19700,354,True,0.10735,9223.851,,0,0,0.10735,0.0,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
5ae72843-4ebb-4a94-bf71-e7a81b1fa01e,2026-09-18T12:11:15.760775Z,REF-6062,1,anthropic/claude-opus-5,v2,v2,live,parallel,True,escalate,escalate,,,completed,2,19661,435,True,0.10918,14473.494,,0,44,0.10918,0.0,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
41cd41ca-885f-4ad6-a8d6-55e89d8a0e1e,2026-09-18T12:11:30.235482Z,REF-6062,2,anthropic/claude-opus-5,v2,v2,live,parallel,True,escalate,,False,run_status;decision;referral_observed;criteria_observed;trigger;trigger_supported_by_observation,invalid_model_output,0,6209,922,True,0.054095,12458.694,"{""type"":""InvalidModelOutput"",""message"":""Model did not return parseable JSON: Extra data.""}",0,16,0.054095,0.0,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
b49725cb-1511-4456-b441-54f87d604f07,2026-09-18T12:11:42.701607Z,REF-6062,3,anthropic/claude-opus-5,v2,v2,live,parallel,True,escalate,escalate,,,completed,2,19660,452,True,0.1096,9596.638,,0,61,0.1096,0.0,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
d9b5e257-6a5f-46b6-99af-7de47b21e2af,2026-09-18T12:11:52.300936Z,REF-6063,1,anthropic/claude-opus-5,v2,v2,live,parallel,True,escalate,escalate,,,completed,2,19668,344,True,0.10694,8881.386,,0,0,0.10694,0.0,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
e7832302-c098-4806-a8d3-a2a33b52d883,2026-09-18T12:12:01.183891Z,REF-6063,2,anthropic/claude-opus-5,v2,v2,live,parallel,True,escalate,escalate,,,completed,2,19668,374,True,0.10769,12788.253,,0,36,0.10769,0.0,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
ab79b74a-6624-4ea3-a30e-17fa696e436e,2026-09-18T12:12:13.981783Z,REF-6063,3,anthropic/claude-opus-5,v2,v2,live,parallel,True,escalate,,False,run_status;decision;referral_observed;criteria_observed;trigger;trigger_supported_by_observation,invalid_model_output,0,6209,951,True,0.05482,13089.758,"{""type"":""InvalidModelOutput"",""message"":""Model did not return parseable JSON: Extra data.""}",0,16,0.05482,0.0,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
3631154a-a4da-485d-888c-df8050ab4043,2026-09-18T12:12:27.077868Z,REF-6064,1,anthropic/claude-opus-5,v2,v2,live,parallel,True,escalate,escalate,,,completed,3,26700,503,True,0.146075,12804.64,,0,15,0.146075,0.0,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
db10198f-7a85-4c6d-b5d3-1bff580f0332,2026-09-18T12:12:39.885217Z,REF-6064,2,anthropic/claude-opus-5,v2,v2,live,parallel,True,escalate,escalate,,,completed,3,26696,498,True,0.14593,12108.285,,0,0,0.14593,0.0,provider_reported,0.0,confirm,90ff19f3c3d852992a6f990650e233f57b38add684a07643dcbb93d77c8e7f73
